trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
249,False,"{'a': 0.3, 'e': 0.06337242505244779}",20,0,20.3060852711583,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
250,False,"{'a': 0.3, 'e': 0.06324555320336758}",20,0,17.695397207916805,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.3, 'e': 0.06311944030978031}",25,0,27.898261249411362,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
252,False,"{'a': 0.3, 'e': 0.0629940788348712}",20,11,18.567494009197475,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.3, 'e': 0.06286946134619315}",25,2,23.35089391880368,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.3, 'e': 0.06274558051381586}",20,0,28.041660568036967,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.3, 'e': 0.06262242910851495}",20,0,-58.11602266286206,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
256,False,"{'a': 0.3, 'e': 0.0625}",25,0,8.852200506563443,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
257,False,"{'a': 0.3, 'e': 0.06237828615518053}",20,9,3.256968540555378,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.3, 'e': 0.062257280636469035}",25,12,11.354141961257508,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.3, 'e': 0.062136976600120006}",25,0,32.37849936903227,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 0.3, 'e': 0.062017367294604234}",25,0,36.17052267335669,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
261,False,"{'a': 0.3, 'e': 0.061898446059017294}",25,0,30.989255504254523,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
262,False,"{'a': 0.3, 'e': 0.06178020632152154}",35,17,28.6433473807952,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.3, 'e': 0.061662641597820735}",30,21,9.098294020934429,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.3, 'e': 0.06154574548966636}",20,9,19.7082168462047,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.3, 'e': 0.06142951168339512}",30,17,24.757176214853025,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.3, 'e': 0.06131393394849658}",20,0,15.528645055382793,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
267,False,"{'a': 0.3, 'e': 0.06119900613621046}",35,3,46.1255119378763,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.3, 'e': 0.06108472217815261}",30,0,37.80784456579928,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
269,False,"{'a': 0.3, 'e': 0.06097107608496923}",20,11,15.77888262850498,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.3, 'e': 0.06085806194501846}",25,17,17.028269001028537,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.3, 'e': 0.0607456739230787}",25,4,32.381624513646,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.3, 'e': 0.06063390625908324}",20,15,-3.3595511523871076,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.3, 'e': 0.060522753266880246}",20,5,10.816572647367709,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.3, 'e': 0.0604122093330177}",25,15,14.987640901096977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.3, 'e': 0.060302268915552716}",20,8,-21.633083597672154,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
276,False,"{'a': 0.3, 'e': 0.0601929265428846}",25,15,14.751054162724026,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.3, 'e': 0.06008417681261097}",25,0,15.362865838458516,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
278,False,"{'a': 0.3, 'e': 0.05997601439040672}",20,15,9.552733156990607,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.3, 'e': 0.05986843400892496}",30,8,19.07912008025774,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
280,False,"{'a': 0.3, 'e': 0.05976143046671968}",25,0,-2.4421734352045315,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
281,False,"{'a': 0.3, 'e': 0.05965499862718936}",25,0,29.625662660394475,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
282,False,"{'a': 0.3, 'e': 0.05954913341754137}",20,3,22.896410689607958,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.3, 'e': 0.0594438298277764}",20,10,17.500456648745725,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.3, 'e': 0.05933908290969266}",25,11,13.179130997031194,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.3, 'e': 0.05923488777590923}",20,0,33.67692554457814,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.3, 'e': 0.05913123959890826}",20,0,22.741216734319913,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.3, 'e': 0.059028133610095526}",20,1,28.931181306411553,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.3, 'e': 0.05892556509887897}",30,0,-1.0904543919032377,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
289,False,"{'a': 0.3, 'e': 0.058823529411764705}",25,0,-14.851639926181118,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
290,False,"{'a': 0.3, 'e': 0.058722021951470346}",30,7,34.30654059641743,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.3, 'e': 0.05862103817605492}",20,0,13.46370714023827,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
292,False,"{'a': 0.3, 'e': 0.058520573598065284}",30,15,23.73247163944562,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.3, 'e': 0.0584206237836986}",25,9,27.118891980734883,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.3, 'e': 0.05832118435198043}",25,7,13.822839218433797,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.3, 'e': 0.0582222509739582}",25,0,13.735712110651336,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
296,False,"{'a': 0.3, 'e': 0.05812381937190964}",30,20,4.760191653131254,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.3, 'e': 0.058025885318565944}",25,0,-8.787595122184806,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
298,False,"{'a': 0.3, 'e': 0.057928444636349226}",25,2,37.73078252471894,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.3, 'e': 0.05783149319662402}",25,4,26.60141178547985,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.3, 'e': 0.05773502691896257}",20,7,27.915563497103147,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.3, 'e': 0.0576390417704235}",35,20,29.43486983107356,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.3, 'e': 0.0575435337648436}",20,4,16.80669197221182,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.3, 'e': 0.0574484989621426}",25,7,24.024866885659673,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.3, 'e': 0.057353933467640436}",20,12,13.294975495957523,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.3, 'e': 0.057259833431386825}",25,0,22.177108342378805,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
306,False,"{'a': 0.3, 'e': 0.05716619504750295}",20,12,15.922417280590471,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.3, 'e': 0.05707301455353496}",20,0,29.258026229409232,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
308,False,"{'a': 0.3, 'e': 0.05698028822981897}",30,9,-9.277739696218898,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
309,False,"{'a': 0.3, 'e': 0.05688801239885743}",20,12,13.986836891091317,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.3, 'e': 0.05679618342470648}",20,0,27.969836492544253,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
311,False,"{'a': 0.3, 'e': 0.05670479771237427}",20,4,9.052255595779336,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.3, 'e': 0.05661385170722978}",30,13,-52.4942795701255,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
313,False,"{'a': 0.3, 'e': 0.05652334189442215}",25,0,33.34829977438781,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
314,False,"{'a': 0.3, 'e': 0.05643326479831003}",20,9,20.89927507788319,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.3, 'e': 0.0563436169819011}",20,0,16.302861794031426,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
316,False,"{'a': 0.3, 'e': 0.0562543950463012}",20,13,13.893645113170473,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.3, 'e': 0.05616559563017304}",20,5,24.48082996871211,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.3, 'e': 0.056077215409204434}",25,0,29.501199854249265,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.3, 'e': 0.05598925109558543}",20,0,26.535585169409703,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
320,False,"{'a': 0.3, 'e': 0.05590169943749474}",25,11,-51.36153715056062,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
321,False,"{'a': 0.3, 'e': 0.05581455721859476}",20,7,10.1152046310539,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.3, 'e': 0.05572782125753528}",20,13,13.770147413226365,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.3, 'e': 0.055641488407465724}",20,0,32.57280454089763,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
324,False,"{'a': 0.3, 'e': 0.05555555555555555}",20,7,2.372356204588851,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
325,False,"{'a': 0.3, 'e': 0.05547001962252291}",25,0,8.257143384760937,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
326,False,"{'a': 0.3, 'e': 0.05538487756217113}",20,12,-8.535866476743164,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
327,False,"{'a': 0.3, 'e': 0.0553001263609331}",30,14,21.72177969227777,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.3, 'e': 0.05521576303742327}",25,12,18.78777830984535,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.3, 'e': 0.055131784641997125}",25,8,28.143560528277074,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.3, 'e': 0.055048188256318034}",30,10,17.18398180196037,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.3, 'e': 0.05496497099293127}",25,15,4.794928814794474,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.3, 'e': 0.05488212999484517}",20,15,10.07884051299553,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.3, 'e': 0.0547996624351191}",25,0,-7.660574012730285,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
334,False,"{'a': 0.3, 'e': 0.054717565516458275}",25,17,14.227745686248948,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.3, 'e': 0.05463583647081531}",20,9,-19.61170854161166,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
336,False,"{'a': 0.3, 'e': 0.0545544725589981}",25,0,19.83110208108645,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
337,False,"{'a': 0.3, 'e': 0.05447347107028433}",35,16,31.503294758970885,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.3, 'e': 0.05439282932204212}",25,10,-19.8021367865494,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
339,False,"{'a': 0.3, 'e': 0.054312544659356844}",20,8,20.927637306336543,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.3, 'e': 0.05423261445466404}",20,12,12.456980785219915,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.3, 'e': 0.05415303610738823}",20,3,25.391613577430977,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.3, 'e': 0.05407380704358752}",25,0,18.486661706332665,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
343,False,"{'a': 0.3, 'e': 0.05399492471560388}",20,1,31.338135927322217,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.3, 'e': 0.053916386601719206}",20,0,30.046087614498376,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
345,False,"{'a': 0.3, 'e': 0.05383819020581655}",25,0,37.88155592821767,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
346,False,"{'a': 0.3, 'e': 0.053760333057047034}",20,0,28.357249108962122,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.3, 'e': 0.0536828127095019}",25,13,20.37270355639008,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.3, 'e': 0.05360562674188974}",30,8,15.27857334954429,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
349,False,"{'a': 0.3, 'e': 0.05352877275721892}",20,10,15.243022049593003,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.3, 'e': 0.05345224838248487}",30,8,25.717231484892018,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.3, 'e': 0.05337605126836238}",25,11,26.118683341426916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.3, 'e': 0.053300179088902604}",20,0,30.185980313177247,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.3, 'e': 0.05322462954123495}",25,9,23.503742922204605,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.3, 'e': 0.05314940034527339}",25,0,26.298421498428432,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
355,False,"{'a': 0.3, 'e': 0.053074489243427524}",20,5,13.059450713633755,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.3, 'e': 0.052999894000318}",30,12,-31.25045646904469,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
357,False,"{'a': 0.3, 'e': 0.05292561240249631}",25,5,38.42251431968264,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.3, 'e': 0.05285164225816899}",20,16,7.085227161586558,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.3, 'e': 0.05277798139692595}",25,13,19.714423898306517,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.3, 'e': 0.05270462766947299}",30,0,24.874318857351405,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
361,False,"{'a': 0.3, 'e': 0.05263157894736842}",20,12,14.818156081314491,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.3, 'e': 0.052558833122763673}",25,9,26.593508179227996,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.3, 'e': 0.0524863881081478}",30,12,31.54868246081039,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.3, 'e': 0.052414241836095915}",25,0,39.323230130500825,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
365,False,"{'a': 0.3, 'e': 0.052342392259021375}",25,10,19.85804422974774,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.3, 'e': 0.05227083734893167}",20,9,13.385847529622586,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.3, 'e': 0.052199575097188054}",25,8,29.744640501639097,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.3, 'e': 0.05212860351426869}",20,15,9.97764910834803,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.3, 'e': 0.052057920629535355}",20,7,0.7791564204743631,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
370,False,"{'a': 0.3, 'e': 0.05198752449100364}",30,13,30.950288811716703,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.3, 'e': 0.0519174131651165}",20,13,15.106642968079166,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.3, 'e': 0.05184758473652126}",20,3,-40.247836844560005,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
373,False,"{'a': 0.3, 'e': 0.05177803730784977}",20,0,14.617975241470857,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
374,False,"{'a': 0.3, 'e': 0.051708768999501914}",25,11,20.28465566824468,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.3, 'e': 0.051639777949432225}",20,0,32.17080951959397,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
376,False,"{'a': 0.3, 'e': 0.05157106231293967}",25,13,22.03947413791209,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.3, 'e': 0.051502620262460476}",25,16,16.430803882814022,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.3, 'e': 0.05143444998736397}",20,6,27.35252360139735,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.3, 'e': 0.051366549693751415}",20,11,18.490203732378376,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.3, 'e': 0.051298917604257706}",25,7,7.793779332145159,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
381,False,"{'a': 0.3, 'e': 0.051231551957855996}",30,7,37.347845591555874,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.3, 'e': 0.05116445100966508}",25,7,21.10169251291111,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.3, 'e': 0.0510976130307596}",35,13,17.593192040030097,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
384,False,"{'a': 0.3, 'e': 0.051031036307982884}",25,0,40.27631877760991,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
385,False,"{'a': 0.3, 'e': 0.050964719143762556}",30,0,32.79965690232513,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
386,False,"{'a': 0.3, 'e': 0.050898659855928764}",25,0,37.554913983247026,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
387,False,"{'a': 0.3, 'e': 0.05083285677753489}",25,8,25.08997872677307,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.3, 'e': 0.05076730825668096}",20,2,27.10399394773082,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.3, 'e': 0.05070201265633938}",20,12,16.672979580147512,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.3, 'e': 0.05063696835418333}",20,2,26.677505641924686,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.3, 'e': 0.05057217374241736}",30,0,34.74017349012193,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
392,False,"{'a': 0.3, 'e': 0.050507627227610534}",20,13,13.640625785178294,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.3, 'e': 0.050443327230531826}",20,8,22.6513301790439,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.3, 'e': 0.05037927218598784}",20,1,27.774695397163836,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.3, 'e': 0.05031546054266276}",25,0,33.80730399124793,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
396,False,"{'a': 0.3, 'e': 0.050251890762960605}",20,5,3.794173399345113,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
397,False,"{'a': 0.3, 'e': 0.05018856132284956}",25,6,18.561215250132456,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.3, 'e': 0.05012547071170855}",25,0,30.89508577279182,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
399,False,"{'a': 0.3, 'e': 0.05006261743217589}",25,5,31.041306424511298,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.3, 'e': 0.05}",25,0,36.6832210047426,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
401,False,"{'a': 0.3, 'e': 0.04993761694389223}",35,15,27.136839962078433,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,6,26.472544192353965,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,0,27.710136873782695,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0.0, 'e': 0.0}",30,16,21.976447580450113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,9,26.36765993526921,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,17,16.628918880585278,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,14,19.920966219150298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",30,0,50.946132828514,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",30,8,32.10373302780384,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",35,18,32.79515164858869,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,15,16.012683299045243,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
