trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
270,False,"{'a': 0.3, 'e': 0.06085806194501846}",20,15,10.618591016438844,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.3, 'e': 0.0607456739230787}",20,0,33.65622286484704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.3, 'e': 0.06063390625908324}",20,14,10.334680921832955,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.3, 'e': 0.060522753266880246}",30,11,8.66098617791025,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
274,False,"{'a': 0.3, 'e': 0.0604122093330177}",20,0,29.16415167730149,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
275,False,"{'a': 0.3, 'e': 0.060302268915552716}",20,0,30.13020278825933,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.3, 'e': 0.0601929265428846}",20,12,14.828171115128566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.3, 'e': 0.06008417681261097}",20,0,16.950084142285476,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
278,False,"{'a': 0.3, 'e': 0.05997601439040672}",25,1,35.76278824212771,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.3, 'e': 0.05986843400892496}",30,11,34.1573093460529,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.3, 'e': 0.05976143046671968}",20,2,25.53248075005411,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.3, 'e': 0.05965499862718936}",30,24,12.159598970271947,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.3, 'e': 0.05954913341754137}",20,3,29.069829712454673,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.3, 'e': 0.0594438298277764}",20,15,8.628859430122812,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.3, 'e': 0.05933908290969266}",35,20,-15.665379958101553,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
285,False,"{'a': 0.3, 'e': 0.05923488777590923}",25,3,38.16963240587697,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.3, 'e': 0.05913123959890826}",30,16,9.876475133702137,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.3, 'e': 0.059028133610095526}",25,0,30.882764717439745,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
288,False,"{'a': 0.3, 'e': 0.05892556509887897}",25,13,17.968166184123515,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.3, 'e': 0.058823529411764705}",30,10,12.987887766307779,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.3, 'e': 0.058722021951470346}",25,0,7.2112033511532845,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
291,False,"{'a': 0.3, 'e': 0.05862103817605492}",20,13,16.99550798211669,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.3, 'e': 0.058520573598065284}",25,14,4.86707876979264,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.3, 'e': 0.0584206237836986}",25,17,15.598355029996704,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.3, 'e': 0.05832118435198043}",20,0,33.534176880995766,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
295,False,"{'a': 0.3, 'e': 0.0582222509739582}",20,16,9.074249672998416,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.3, 'e': 0.05812381937190964}",25,16,15.897475396749321,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.3, 'e': 0.058025885318565944}",20,15,11.138168626891204,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.3, 'e': 0.057928444636349226}",25,8,-9.946386656462952,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
299,False,"{'a': 0.3, 'e': 0.05783149319662402}",25,16,17.403833348426744,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.3, 'e': 0.05773502691896257}",25,7,27.904781435153367,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.3, 'e': 0.0576390417704235}",25,5,28.588033390334495,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.3, 'e': 0.0575435337648436}",20,0,26.3115003606926,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
303,False,"{'a': 0.3, 'e': 0.0574484989621426}",20,13,13.951890593608272,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.3, 'e': 0.057353933467640436}",20,1,25.39377765244316,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.3, 'e': 0.057259833431386825}",25,12,24.01204671950508,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.3, 'e': 0.05716619504750295}",20,0,29.27724818355335,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.3, 'e': 0.05707301455353496}",20,1,24.82659951476349,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.3, 'e': 0.05698028822981897}",25,11,9.327262898324527,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.3, 'e': 0.05688801239885743}",20,9,-19.132085383560547,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
310,False,"{'a': 0.3, 'e': 0.05679618342470648}",20,0,-3.7789265084370336,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
311,False,"{'a': 0.3, 'e': 0.05670479771237427}",25,7,7.0090336418996095,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
312,False,"{'a': 0.3, 'e': 0.05661385170722978}",25,13,-3.2795549126916974,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
313,False,"{'a': 0.3, 'e': 0.05652334189442215}",25,5,14.222914483989014,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.3, 'e': 0.05643326479831003}",20,13,12.324159220815153,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.3, 'e': 0.0563436169819011}",35,14,-9.792512747313339,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
316,False,"{'a': 0.3, 'e': 0.0562543950463012}",25,0,36.529233609249076,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
317,False,"{'a': 0.3, 'e': 0.05616559563017304}",20,7,22.979471463699912,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.3, 'e': 0.056077215409204434}",30,16,23.815486368630193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.3, 'e': 0.05598925109558543}",20,5,25.918636615909893,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.3, 'e': 0.05590169943749474}",25,5,-4.247981834232139,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
321,False,"{'a': 0.3, 'e': 0.05581455721859476}",25,18,14.155285748331814,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.3, 'e': 0.05572782125753528}",35,25,15.670829310468374,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.3, 'e': 0.055641488407465724}",20,0,26.3415136788023,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
324,False,"{'a': 0.3, 'e': 0.05555555555555555}",25,13,10.180361913226573,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.3, 'e': 0.05547001962252291}",30,11,33.21430990037458,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.3, 'e': 0.05538487756217113}",20,0,12.438096896165778,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
327,False,"{'a': 0.3, 'e': 0.0553001263609331}",30,15,28.100420163316112,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.3, 'e': 0.05521576303742327}",20,6,19.698053208695107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.3, 'e': 0.055131784641997125}",25,10,30.440268294571315,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.3, 'e': 0.055048188256318034}",20,6,20.2565302344793,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.3, 'e': 0.05496497099293127}",20,0,30.201487076319243,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.3, 'e': 0.05488212999484517}",20,0,29.5916906835848,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
333,False,"{'a': 0.3, 'e': 0.0547996624351191}",20,0,26.52212884494397,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
334,False,"{'a': 0.3, 'e': 0.054717565516458275}",30,20,10.084909244859467,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.3, 'e': 0.05463583647081531}",20,1,31.156315833541562,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.3, 'e': 0.0545544725589981}",20,12,13.042096965345014,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.3, 'e': 0.05447347107028433}",20,7,-22.338189451161163,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
338,False,"{'a': 0.3, 'e': 0.05439282932204212}",25,13,20.03877095839034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.3, 'e': 0.054312544659356844}",25,12,23.612082585444426,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.3, 'e': 0.05423261445466404}",20,9,7.776029845323427,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.3, 'e': 0.05415303610738823}",25,14,18.73974287594092,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.3, 'e': 0.05407380704358752}",30,0,37.86995908694469,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
343,False,"{'a': 0.3, 'e': 0.05399492471560388}",30,13,26.988450934566742,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.3, 'e': 0.053916386601719206}",20,11,14.288572959162567,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.3, 'e': 0.05383819020581655}",20,15,11.569095484177932,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.3, 'e': 0.053760333057047034}",20,6,19.662576281938097,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.3, 'e': 0.0536828127095019}",20,0,34.66153167163006,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.3, 'e': 0.05360562674188974}",20,7,13.34447014950209,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.3, 'e': 0.05352877275721892}",25,19,11.97040434111989,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.3, 'e': 0.05345224838248487}",20,11,-7.995618255155217,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
351,False,"{'a': 0.3, 'e': 0.05337605126836238}",30,0,0.4646130487870417,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
352,False,"{'a': 0.3, 'e': 0.053300179088902604}",20,16,6.944672385489258,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.3, 'e': 0.05322462954123495}",25,0,28.91792416971527,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
354,False,"{'a': 0.3, 'e': 0.05314940034527339}",20,0,25.61142119603491,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.3, 'e': 0.053074489243427524}",35,10,39.355313243418465,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.3, 'e': 0.052999894000318}",20,0,33.86821502658961,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.3, 'e': 0.05292561240249631}",30,20,16.736632744552963,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.3, 'e': 0.05285164225816899}",20,3,25.45018981264119,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.3, 'e': 0.05277798139692595}",20,0,5.415212940406966,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
360,False,"{'a': 0.3, 'e': 0.05270462766947299}",20,10,17.2904630769285,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.3, 'e': 0.05263157894736842}",20,4,20.858378505306252,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.3, 'e': 0.052558833122763673}",20,15,9.328397767449644,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.3, 'e': 0.0524863881081478}",25,3,7.3746892143478044,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
364,False,"{'a': 0.3, 'e': 0.052414241836095915}",20,12,2.0106306075372267,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.3, 'e': 0.052342392259021375}",30,10,30.95497360626451,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.3, 'e': 0.05227083734893167}",20,9,9.796204866803144,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.3, 'e': 0.052199575097188054}",20,5,24.13051927964925,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.3, 'e': 0.05212860351426869}",30,16,22.869653680480198,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.3, 'e': 0.052057920629535355}",25,15,19.111233751445592,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.3, 'e': 0.05198752449100364}",30,16,24.90625042245947,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.3, 'e': 0.0519174131651165}",20,9,20.67557102283405,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.3, 'e': 0.05184758473652126}",20,0,12.51304192460181,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
373,False,"{'a': 0.3, 'e': 0.05177803730784977}",20,12,10.460754283877357,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.3, 'e': 0.051708768999501914}",20,0,-3.979226473326665,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
375,False,"{'a': 0.3, 'e': 0.051639777949432225}",20,13,-10.484827439297849,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
376,False,"{'a': 0.3, 'e': 0.05157106231293967}",35,0,48.805035084330775,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.3, 'e': 0.051502620262460476}",20,7,-0.6678059962092473,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
378,False,"{'a': 0.3, 'e': 0.05143444998736397}",20,1,26.89982650804197,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.3, 'e': 0.051366549693751415}",30,16,11.312928796139195,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.3, 'e': 0.051298917604257706}",25,3,10.863148568088032,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
381,False,"{'a': 0.3, 'e': 0.051231551957855996}",25,13,21.641784113772964,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.3, 'e': 0.05116445100966508}",30,4,35.81930348012632,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.3, 'e': 0.0510976130307596}",20,5,21.92260580783591,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.3, 'e': 0.051031036307982884}",20,8,5.215459295380972,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
385,False,"{'a': 0.3, 'e': 0.050964719143762556}",20,12,15.362516305368015,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.3, 'e': 0.050898659855928764}",35,0,55.27792012300709,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
387,False,"{'a': 0.3, 'e': 0.05083285677753489}",20,5,11.795474566019811,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.3, 'e': 0.05076730825668096}",30,0,50.55993949626083,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.3, 'e': 0.05070201265633938}",30,19,22.001489309451596,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.3, 'e': 0.05063696835418333}",30,18,17.233303510754496,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.3, 'e': 0.05057217374241736}",20,0,11.013149236361345,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
392,False,"{'a': 0.3, 'e': 0.050507627227610534}",25,19,-28.649922609608286,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
393,False,"{'a': 0.3, 'e': 0.050443327230531826}",30,16,27.016781553555912,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.3, 'e': 0.05037927218598784}",25,13,25.720956808075588,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.3, 'e': 0.05031546054266276}",25,20,11.181537174623656,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.3, 'e': 0.050251890762960605}",20,11,12.808982926183381,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.3, 'e': 0.05018856132284956}",20,4,28.160179986182378,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.3, 'e': 0.05012547071170855}",25,8,25.42644004918793,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.3, 'e': 0.05006261743217589}",20,0,13.405164400811891,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.3, 'e': 0.05}",30,14,8.808194750792907,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
401,False,"{'a': 0.3, 'e': 0.04993761694389223}",20,8,21.899809422368314,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,10,23.742565833159873,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,8,35.497965689359326,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,14,9.79429383686375,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,13,14.129242577854958,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,9,20.64052516629028,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,13,13.367272369016398,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,9,30.620564318196806,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",30,22,16.72215747946997,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",35,13,36.96702105919593,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,11,20.458674520491464,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
